English,CEFR,gender,word,wordAudio,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
intentionality,C,feminine,intenzionalità,,,,L’intenzionalità dell’artista emerge chiaramente nella scelta dei simboli usati.,The artist’s intentionality clearly emerges in the choice of symbols used.,
entirety,C,feminine,interezza,,,,L'interezza del discorso si fondava su un'analisi critica dei valori contemporanei.,The entirety of the speech was based on a critical analysis of contemporary values.,
interference,C,feminine,interferenza,,,,L'interferenza tra le due reti diplomatiche ha causato un blocco improvviso nei negoziati multilaterali.,Interference between the two diplomatic networks has caused a sudden deadlock in multilateral negotiations.,
interfere,C,verb,interferire,,,,"Non intendevo interferire nel processo decisionale, ma la mancanza di trasparenza mi ha costretto a intervenire.","I did not intend to interfere in the decision-making process, but the lack of transparency forced me to intervene.",
interjection,C,feminine,interiezione,,,,L’interiezione “mah” esprime spesso dubbio o incertezza.,The interjection “mah” often expresses doubt or uncertainty.,
weave,C,masculine,intreccio,,,,"Nel romanzo l'intreccio narrativo si sviluppa su più livelli temporali, fondendo realtà e finzione in modo magistrale.","In the novel, the narrative weave unfolds on multiple temporal levels, blending reality and fiction masterfully.",
introducer,C,masculine,introduttore,,,,L'introduttore ha parlato brevemente prima della conferenza.,The introducer spoke briefly before the conference.,
envelop,C,verb,inviluppare,,,,Una nebbia fitta sembrava inviluppare l’intera valle.,A thick fog seemed to envelop the whole valley.,
hypothetically,C,adverb,ipoteticamente,,,,"Ipoteticamente, se tutti adottassero questa soluzione, i risultati sarebbero sorprendenti.","Hypothetically, if everyone adopted this solution, the results would be surprising.",
hypothetical,C,adjective,ipotetico,,,,"Il discorso si basava su uno scenario ipotetico, non su dati concreti.","The speech was based on a hypothetical scenario, not on concrete data.",
unreal,C,adjective,irreale,,,,Quel sogno era così vivido da sembrare quasi irreale.,That dream was so vivid it seemed almost unreal.,
"hoist, haul",C,verb,issare,,,,Gli operai hanno issato la bandiera in cima all'edificio.,The workers hoisted the flag to the top of the building.,
karma,C,masculine,karma,,,,"Secondo alcune filosofie orientali, il karma determina le conseguenze delle azioni.","According to some Eastern philosophies, karma determines the consequences of actions.",
"loyally, faithfully",C,adverb,lealmente,,,,Ha servito il paese lealmente per tutta la sua carriera.,He served the country loyally throughout his career.,
woodshed,C,feminine,legnaia,,,,Nella legnaia c’era abbastanza legna per tutto l’inverno.,There was enough firewood in the woodshed for the entire winter.,
swift,C,adjective,lesto,,,,"Si muoveva con un passo lesto e deciso, come se avesse un obiettivo ben preciso in mente.","It moved with a swift and purposeful step, as if it had a definite goal in mind.",
levitate,C,verb,levitare,,,,"Durante la meditazione profonda, il monaco sembrava quasi levitare.","During deep meditation, the monk seemed to almost levitate.",
levitation,C,feminine,levitazione,,,,La levitazione del corpo è spesso usata come metafora nei testi esoterici.,Body levitation is often used as a metaphor in esoteric texts.,
liberalism,C,masculine,liberalismo,,,,Il liberalismo promuove la libertà individuale come valore fondamentale.,Liberalism promotes individual freedom as a fundamental value.,
linear,C,adjective,lineare,,,,Il ragionamento segue una struttura lineare e coerente.,The reasoning follows a linear and coherent structure.,
linearly,C,adverb,linearmente,,,,"L’artista ha sviluppato l’idea linearmente, senza deviazioni.","The artist developed the idea linearly, without deviations.",
liquidate,C,verb,liquidare,,,,L'azienda ha dovuto liquidare alcuni beni per far fronte ai debiti.,The company had to liquidate some assets to pay off debts.,
"list, edge, border",C,verb,listare,,,,Hanno deciso di listare i bordi del documento con una grafica sottile.,They decided to border the document edges with a subtle graphic.,
wear out,C,verb,logorare,,,,Anni di lavoro intenso hanno finito per logorare il suo entusiasmo.,Years of intense work ended up wearing out his enthusiasm.,
"shine, glow",C,verb,lucere,,,,Nel silenzio della notte cominciò a lucere una fioca lanterna appesa al vecchio portico.,In the silence of the night a dim lantern hanging from the old porch began to glow.,
"skill, mastery",C,feminine,maestria,,,,Ha eseguito il brano con una maestria che ha lasciato il pubblico senza parole.,She performed the piece with a mastery that left the audience speechless.,
wickedness,C,feminine,malvagità,,,,La malvagità del personaggio emerge in ogni sua azione.,The character’s wickedness emerges in all his actions.,
manufacturing,C,masculine,manufatturiero,,,,Il settore manufatturiero ha subito una profonda trasformazione grazie all'adozione di tecnologie basate sull'intelligenza artificiale.,The manufacturing sector has undergone a deep transformation thanks to the adoption of technologies based on artificial intelligence.,
manufacturing,C,adjective,manufatturiero,,,,L'efficienza del processo produttivo è migliorata grazie all'introduzione di sistemi automatizzati manufatturieri di ultima generazione.,The efficiency of the production process has improved thanks to the introduction of the latest generation automated manufacturing systems.,
strong man,C,masculine,maschione,,,,"Nel romanzo, il personaggio del maschione viene usato per criticare stereotipi di genere radicati nella società patriarcale.","In the novel, the character of the “maschione” is used to criticize deeply rooted gender stereotypes in patriarchal society.",
masculinity,C,feminine,mascolinità,,,,La mascolinità contemporanea viene spesso rinegoziata in relazione ai nuovi modelli di sensibilità emotiva e inclusività sociale.,Contemporary masculinity is often renegotiated in relation to new models of emotional sensitivity and social inclusiveness.,
maximal,C,adjective,massimale,,,,Il livello massimale di sicurezza è stato attivato.,The maximal level of security has been activated.,
masturbate,C,verb,masturbare,,,,"Secondo il manuale clinico, masturbare compulsivamente può essere indicativo di un disturbo ossessivo.","According to the clinical manual, compulsive masturbation can be indicative of obsessive disorder.",
memorial,C,masculine,memoriale,,,,"Il memoriale, situato al centro della piazza, commemora con rigore storico e simbolico le vittime della repressione politica.","The memorial, located in the center of the square, commemorates the victims of political repression with historical and symbolic rigor.",
"deceitful, false",C,adjective,menzognero,,,,Il suo sorriso menzognero non mi ha convinto.,His deceitful smile didn't convince me.,
microwave,C,feminine,microonda,,,,La microonda emessa dall'apparecchio era talmente intensa da compromettere temporaneamente le misurazioni scientifiche.,The microwave emitted by the device was so intense that it temporarily compromised scientific measurements.,
minimal,C,adjective,minimale,,,,L'intervento mira a ridurre l'impatto a un livello minimale.,The intervention aims to reduce the impact to a minimal level.,
minute,C,adjective,minuto,,,,"Con uno sguardo minuto e attento, l'osservatore riuscì a cogliere sfumature che erano sfuggite a tutti gli altri.","With a minute and attentive look, the observer managed to grasp nuances that everyone else had missed.",
monogram,C,masculine,monogramma,,,,Il suo fazzoletto aveva un elegante monogramma ricamato a mano.,His handkerchief had an elegant hand-embroidered monogram.,
monopolize,C,verb,monopolizzare,,,,Non è giusto monopolizzare la conversazione durante una riunione.,It's not fair to monopolize the conversation during a meeting.,
mortar,C,masculine,mortaio,,,,"Il mortaio antico, ancora intatto, è stato ritrovato durante gli scavi archeologici.","The ancient mortar, still intact, was found during the archaeological excavations.",
monstrosity,C,feminine,mostruosità,,,,La mostruosità della guerra emerge nei racconti dei sopravvissuti.,The monstrosity of war emerges in the survivors' accounts.,
shift,C,masculine,mutamento,,,,Il mutamento climatico richiede interventi urgenti a livello globale.,Climate change requires urgent action on a global level.,
narrator,C,masculine,narratore,,,,Il narratore descrive i pensieri più profondi dei personaggi con grande intensità.,The narrator describes the characters' deepest thoughts with great intensity.,
Japanese,C,adjective,nipponico,,,,Il governo nipponico ha annunciato nuove misure economiche.,The Japanese government announced new economic measures.,
boringness,C,feminine,noiosità,,,,La noiosità del testo accademico risiedeva più nello stile ridondante che nei contenuti trattati.,The dullness of the academic text lay more in the redundant style than in the content itself.,
proletarian,C,noun,nullatenente,,,,"Il nullatenente chiese asilo politico, sostenendo di non possedere alcun bene né risorsa.","The proletarian requested political asylum, claiming he owned no property or resources.",
proletarian,C,adjective,nullatenente,,,,L’approccio nullatenente alla politica economica rifletteva un’identificazione totale con la classe operaia.,The proletarian approach to economic policy reflected total identification with the working class.,
nullify,C,verb,nullificare,,,,L’opposizione cercò di nullificare l’accordo con una mozione parlamentare d’urgenza.,The opposition tried to nullify the agreement with an emergency parliamentary motion.,
nullification,C,feminine,nullificazione,,,,La nullificazione del trattato ha scatenato un’ondata di proteste diplomatiche.,The nullification of the treaty triggered a wave of diplomatic protests.,
